temperature,turbidity,tds,ph,result
21,78,5,8,2
15,42,6,3,2
28,60,7,4,2
38,42,6,10,2
17,56,11,8,2
22,41,5,10,2
16,36,7,13,1
29,51,7,2,2
22,72,6,1,2
19,22,12,13,1
20,61,1,5,2
16,49,6,9,2
24,33,10,1,2
32,37,7,8,2
34,43,12,2,2
40,62,6,11,2
27,76,9,9,2
16,63,12,1,2
40,43,3,4,2
16,68,11,7,2
18,80,12,7,2
15,55,10,12,1
24,28,10,9,0
28,45,5,8,2
23,64,10,3,2
34,43,5,11,2
23,64,12,11,1
26,38,2,1,2
34,65,3,5,2
38,78,6,2,2
16,73,7,8,2
15,63,8,3,2
27,51,10,12,1
40,47,12,1,2
36,53,3,9,2
30,63,7,9,2
31,64,5,5,2
36,40,11,7,2
19,61,10,1,2
36,63,11,9,2
38,20,6,8,2
16,44,1,10,2
34,59,4,5,2
26,32,3,8,2
20,64,6,13,1
32,69,9,9,2
29,80,4,13,2
31,66,10,4,2
18,65,9,9,2
15,26,9,1,2
38,31,11,12,2
30,35,10,13,1
16,60,4,12,2
22,63,10,9,2
33,49,12,2,2
38,34,6,13,2
27,63,3,1,2
22,40,11,3,2
37,20,2,5,2
19,27,3,12,2
40,77,5,11,2
24,50,5,2,2
20,68,11,2,2
23,63,12,7,2
33,64,11,9,2
38,72,5,4,2
39,25,11,12,2
21,49,5,4,2
18,58,1,14,2
29,59,10,7,2
31,75,9,2,2
37,44,1,2,2
27,26,1,12,2
25,40,5,3,2
29,63,7,8,2
34,28,8,7,2
23,41,4,13,2
30,74,12,11,2
25,55,8,10,1
39,34,9,13,2
17,77,4,2,2
38,30,7,13,2
16,45,4,11,2
35,65,2,12,2
40,29,11,6,2
26,70,5,6,2
34,49,9,5,2
30,29,2,2,2
40,28,2,5,2
18,23,7,12,1
29,52,7,13,1
31,23,9,10,1
33,51,2,7,2
20,37,12,2,2
20,33,10,11,1
21,51,3,5,2
16,75,2,3,2
35,66,7,6,2
19,30,8,9,0
23,40,5,2,2
22,41,5,1,2
34,66,12,3,2
34,75,7,14,2
18,27,1,5,2
24,71,6,9,2
34,30,8,12,1
24,30,9,4,2
35,73,9,4,2
33,80,10,4,2
15,52,11,2,2
26,35,7,1,2
19,76,2,3,2
31,46,10,4,2
25,33,8,10,1
34,60,4,6,2
27,44,3,3,2
38,22,9,14,2
32,39,3,3,2
19,34,4,14,2
31,64,3,3,2
27,65,8,13,1
27,41,8,7,2
20,40,11,4,2
29,35,9,2,2
25,50,9,5,2
26,36,3,13,2
34,20,7,4,2
28,72,4,13,2
15,34,3,5,2
39,38,2,7,2
38,35,7,14,2
18,65,3,11,2
20,43,1,4,2
38,54,4,11,2
19,34,9,4,2
33,47,8,14,1
25,73,4,13,2
18,67,3,8,2
25,52,7,13,1
17,29,2,5,2
18,48,8,2,2
28,73,7,9,2
19,66,7,2,2
23,51,10,14,1
34,45,9,9,2
24,34,3,13,2
21,77,6,1,2
17,73,9,9,2
18,33,1,8,2
31,70,10,3,2
27,28,1,13,2
26,25,5,8,2
40,74,7,1,2
15,30,8,5,2
22,66,6,10,1
35,76,7,12,2
36,35,6,4,2
21,76,12,12,2
40,55,2,12,2
28,41,8,12,1
16,29,2,5,2
36,62,10,13,2
15,33,11,12,1
37,60,5,4,2
39,35,10,14,2
28,22,9,3,2
33,37,7,11,1
17,71,4,12,2
15,40,2,10,2
26,70,2,14,2
31,45,1,5,2
19,25,1,12,2
17,39,2,13,2
40,44,4,5,2
16,24,3,8,2
33,45,4,13,2
18,49,4,2,2
38,78,7,12,2
27,43,5,4,2
21,41,3,1,2
27,71,3,10,2
28,22,7,8,2
40,75,11,7,2
18,40,10,11,1
29,76,9,14,2
23,75,12,11,2
39,25,6,8,2
29,20,12,13,1
40,73,5,12,2
29,75,8,4,2
35,42,6,1,2
32,45,4,6,2
19,79,12,3,2
25,70,3,1,2
38,22,12,2,2
32,33,5,5,2
28,34,2,7,2
30,73,12,12,2
32,70,4,4,2
30,64,2,14,2
22,21,9,10,1
29,51,6,14,1
23,79,2,2,2
39,62,1,14,2
15,56,7,3,2
18,28,1,11,2
22,74,4,4,2
30,43,3,2,2
24,26,4,5,2
21,34,10,9,0
32,56,5,7,2
38,40,5,4,2
16,77,10,12,2
17,60,7,9,2
36,41,6,8,2
31,39,12,6,2
